partner,geo\time,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
OCE,IE,37000,45000,60000,68000,85000,66000,64000,45000,52000,57231,98953,60948 u
OCE,IT,101207,: ,77579,47217,: ,45919,24142,: ,: ,: u,: ,: u
OCE,LT,: ,565,: ,: u,: u,: ,: ,: ,: u,: u,: u,: 
OCE,LU,: ,: ,3000,: ,1668,3792,1842,2094,2230,: u,: u,: u
OCE,LV,: ,: ,: u,: ,: ,: ,2426,249,1037,: u,: ,: 
OCE,MT,: ,: ,: ,: ,1866 e,: ,1376,1480,1839,1385 u,1920 u,: 
OCE,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,62920 u,: 
OCE,NO,: ,7855,17289,20576,11308,: ,: ,27633,22302,: ,: ,: 
OCE,PL,: ,: ,: ,: ,132000,: ,: ,0,0 e,: u,: u,: 
OCE,PT,37045,32463,: ,: ,: ,: ,: ,1907,2375,: u,: u,: 
OCE,RO,: ,: ,: ,: ,: ,: ,: ,8313,: ,: u,: ,: 
OCE,SE,: ,: ,: ,46000,: ,: ,34000,70000,: ,: ,: ,: 
OCE,SI,: u,: ,: u,: u,: u,: ,: ,: u,: u,: ,: u,: 
OCE,SK,: ,12064,: ,: ,: ,: ,: ,4482,0,: ,: ,: 
OCE,UK,349768,343993,428132,746617,680295,643019,536647,530880,484697,476175,502079,: 
OCE_OTH,AT,: ,4447,: ,: ,: ,: ,7332,: ,5018,: u,: u,: 
OCE_OTH,BE,: ,: ,1947,: ,: ,: ,5191,0,: u,: u,: u,: 
OCE_OTH,CH,: ,: ,: ,: ,: ,: ,: ,: u,: u,: ,: u,: 
OCE_OTH,CY,128,145,: ,400,516,: ,201,213,454,: u,: u,: 
OCE_OTH,CZ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
OCE_OTH,DE,: ,: ,: ,: ,: ,: u,: ,: u,: u,: u,: u,: 
OCE_OTH,DK,0,: ,: ,: ,: ,7905,0,8355,12577,: u,: u,: 
OCE_OTH,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,242107 e,272939 e,: 
OCE_OTH,EE,: ,: ,: ,: ,: u,: ,: ,: ,: ,: u,: u,: 
OCE_OTH,EL,: ,: ,: ,: ,: ,: ,: ,0,0,: u,: u,: 
OCE_OTH,ES,27316,38688,118252,: ,: ,: ,: ,: u,: u,: u,: u,: u
OCE_OTH,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,381103 e,410326 e,: 
OCE_OTH,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,388571 e,416554 e,: 
OCE_OTH,FI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u
OCE_OTH,FR,72000,: ,71946,86596,72925,106078,96923,67184,91836,: u,79090 u,: 
OCE_OTH,HR,: ,: ,: ,: ,7505,4760,3580,21514,13912,: u,: u,: 
OCE_OTH,HU,: ,: ,: ,: u,: u,: ,: ,: u,758,: u,: u,5564 u
OCE_OTH,IE,3000,7000,: ,15000,22000,: ,9000,: u,: u,: u,: u,: u
OCE_OTH,IT,63837,: ,: ,20561,: ,: ,: ,: ,: ,: u,: ,: 
OCE_OTH,LT,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: ,: 
OCE_OTH,LU,: ,: ,: ,: ,679,2084,1345,1652,990,: u,: u,: 
OCE_OTH,LV,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
OCE_OTH,MT,: ,: ,: ,: ,: ,: ,0,0,0,: ,: u,: 
OCE_OTH,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
OCE_OTH,NO,: ,: ,: ,: ,: ,: ,: ,: ,3274,: ,: ,: 
OCE_OTH,PL,: ,: ,: ,: ,: ,: ,: ,0,0 e,: u,: u,: 
OCE_OTH,PT,37045,26517,: ,: ,: ,: ,: ,0,1105,: u,: ,: 
OCE_OTH,SE,: ,: ,: ,: ,: ,: ,17000,46000,: ,: ,: ,: 
OCE_OTH,SI,: u,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
OCE_OTH,SK,: ,: ,: ,: ,: ,: ,: ,0,0,: ,: ,: 
OCE_OTH,UK,: ,96465,119809,211374,196214,167145,123473,135451,118892,109018,104516,: 
OUT,AT,: ,8371333,8205864,10041522,9875853,9677371,10121032,9882473,9873697,10960345,10671412,: 
OUT,BE,7267562,8783296,9327039,7851623,8371488,8887222,8775185,8801420,9726833,9575837,10676459,: 
OUT,BG,: ,: ,: ,: ,: ,844285,882030,665139,993493,469236 b,552451,: 
OUT,CH,: ,: ,: ,: ,: ,11146720,: u,: u,: u,12098147,12402792,: 
OUT,CY,634364,750399,789433,774781,924440,1039456,1023842,1072380,1036982,1175022 b,1101800,: 
OUT,CZ,7213369,6642605,6963254,6393190,7246748,7685001,6617939,6428707,5932999,5977897,5781484,: 
OUT,DE,85345000,84859000,86621886,81801191,82098825,86201280,85546908,85871578,84691760,82728747,87458553,: 
OUT,DK,5534500,4676105,5458618,6142174,6564094,6346770,6201034,7726496,7845720,7757264,8201717 b,: 
OUT,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,197521164 e,198358884 e,: 
OUT,EE,375636,308253,421137,386893,676985,642873,752070,955225,1054181,1146808,1165822,: 
OUT,EL,662108,1155496,1367681,1320799,1363801,1480525,1266221,1158492,835553,580378,670578,: 
OUT,ES,4091173,5116352,9490934,9394510,10092091,9995163,11509800,12181483,11947457,11082129,9976819,10313354
OUT,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,284372754 e,287889266 e,: 
OUT,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,287058542 e,290823886 e,: 
OUT,FI,5586000,5798000,5901000,5756000,5749000,5855000,5832000,6633000,7274000,9077182 b,8603583,8760224
OUT,FR,18591000,23124000,26675624,27153321,27169911,24312726,24360027,24296322,25293140,24645476,25419906,: 
OUT,HR,: ,: ,: ,: ,2491321,2356715,2496988,1872593,2879599,2680804,2926509,: 
OUT,HU,: ,: ,5630345,4726121,4668514,5057727,4556254,4398184,4414119,4050879,4138246,4733459
OUT,IE,3962000,4328003,4789000,5809000,6619000,6729000,5807000,5393000,5064000,5776048,5799576,5889975
OUT,IT,13308631,14422660,15861642,16073269,16873930,18019853,17855284,16411642,13531149,14494042,11352389,11476103 b
OUT,LT,: ,1569187,1632768,1789308,1660796,1757215,1288418,1410882,1526471,1707491,1764146,: 
OUT,LU,1241000,1350000,1451000,1349000,1410218,1485684,1685066,1507396,1642030,1580124,1624348,1815108
OUT,LV,691105,659447,858011,1004308,1155224,1168957,1073993,1117527,1251446,1397501,1246149,1362106
OUT,MT,: ,: ,: ,: ,208671 e,: ,234197,252310,263635,296061,336233,: 
OUT,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,17854096 b,17407136,: 
OUT,NO,: ,5957771,6009198,6791934,7116036,7598191,6649315,7584933,8131626,: ,: ,: 
OUT,PL,6840000,6990000 e,6355000,7124000,6917000,7574000,6218000,6921500,5676600 e,: u,: u,: 
OUT,PT,1029919,1486685,1559339,1456724,1448410,: u,1609824,1495785,1256613,1361005,1329316,: 
OUT,RO,: ,: ,490664,522259,887629,817821,876422,749723,908831,773039,960271,: 
OUT,SE,: ,: ,: ,11244000,11183000,11712000,10402000,11620000,12933000,: ,: ,: 
OUT,SI,2113771,2799663,2659964,2680081,2496400,2459296,2587000,2874000,2722000,2474413,2611650,: 
OUT,SK,3240621,3100569,2986514,3149163,3603122,3683461,3230211,2692165,3284834,2689150,2128968 b,: 
OUT,UK,46950705,44892857,47008868,59697614,60648571,61072584,52184287,49107624,51036497,50710620,52277882,: 
PL,AT,: ,69126,120329,164643,92786,166867,154145,: u,91472,106917 u,92116 u,: 
PL,BE,33854,43829,60192,57632,27330,: ,42141,67653,: u,107686 u,67849,: 
PL,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
PL,CH,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: 
PL,CY,2500,3591,5739,7643,9067,12082,10832,10964,10971,9185 bu,: u,: 
PL,CZ,159756,189281,183608,190658,204938,: u,: u,: u,: u,72196 u,83943 u,: 
PL,DE,: u,: u,: u,: u,2485773,: u,2276858,2112185,1927965,2321860,2339863,: 
PL,DK,104400,99641,97574,120880,90949,150092,71777,161699,95004,74663 u,155116 bu,: 
PL,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,3403045 e,3320615 e,: 
PL,EE,: ,: ,: ,: ,: u,: ,: u,: ,: u,: u,: u,: 
PL,EL,: ,: ,: ,8024,: ,: ,: ,6340,7005,: u,: u,: 
PL,ES,12442,34560,67617,: u,: u,: u,: u,: u,: u,74924,62972,81936
PL,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,45339180 e,48694261 e,: 
PL,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,45368337 e,48706996 e,: 
PL,FI,24000,32000,60000,28000,39000,54000,46000,59000,73000,116279 bu,68277 u,90199 u
PL,FR,117000,177000,238777,178327,270051,133148,148101,153014,196635,200512,256264,: 
PL,HR,: ,: ,: ,: ,25354,12977,33104,5392,27319,: u,: u,: 
PL,HU,: ,: ,126527,72144,49753,58685,: u,: u,46033,64118,71202,55953
PL,IE,11000,15000,17000,60000,70000,59000,50000,: u,: u,55466,54004,64970
PL,IT,56676,146823,138658,162161,244327,143672,121444,126627,110582,: u,: u,: u
PL,LT,: ,150032,160947,181153,128150,132866,125909,125919,144988,154359,149079,: 
PL,LU,4000,7000,9000,10000,7155,12963,9590,10232,8334,10030 u,9942 u,8547 u
PL,LV,26246,18504,29027,22213,29648,16588,15262,25911,25695,69487 u,39679 u,47700 u
PL,MT,: ,: ,: ,: ,694 e,: ,1046,1051,2229,3062,3157,: 
PL,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,122611 bu,110308 u,: 
PL,NO,: ,39489,48012,51353,57177,147044,: ,150648,193968,: ,: ,: 
PL,PL,: ,: ,: ,: ,: ,: ,: ,0,0 e,: u,: u,: 
PL,PT,: ,: ,: ,: ,: ,: ,7580,5551,4913,: u,: u,: 
PL,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
PL,SE,: ,: ,: ,157000,196000,223000,144000,147000,278000,: ,: ,: 
PL,SI,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
PL,SK,91230,90480,83294,83008,51551,85304,75554,94508,121172,: u,: u,: 
PL,UK,109679,146229,253192,1144509,1436020,1466225,1402786,1265696,1326027,1467720,1556792,: 
PT,AT,: ,66473,73345,69828,69366,75442,84194,: u,62056,121506,59975 u,: 
PT,BE,99692,166817,104008,133407,139956,171283,141594,128893,: u,171116,216781,: 
PT,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
PT,CH,: ,: ,: ,: ,: ,: ,: ,: u,: u,199179 u,373655 u,: 
PT,CY,349,1578,1207,1067,1335,1837,1724,1172,2379,: u,: u,: 
PT,CZ,: u,: ,: ,: ,: u,: ,: u,: u,: u,: u,: u,: 
PT,DE,: u,: u,: u,: u,: u,: u,: u,1104588,: u,838106 u,1118701,: 
PT,DK,53900,64252,55285,67210,77907,96099,48658,87780,69314,74122 u,105465 bu,: 
PT,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,17187027 e,18403722 e,: 
PT,EE,: ,: ,: ,: ,: u,: ,: u,: ,: ,: u,: u,: 
PT,EL,5449,: ,: ,: ,: ,: ,5031,7526,6435,: u,: u,: 
PT,ES,528317,757054,1141373,1302184,1215923,1252983,1215848,1336798,1440235,1210160,1137421,1281618
PT,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,19511939 e,20923039 e,: 
PT,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,19518144 e,20928111 e,: 
PT,FI,52000,52000,47000,54000,61000,57000,63000,89000,77000,72629 bu,73359 u,82604 u
PT,FR,564000,576000,676689,774805,964325,835211,772901,836031,932495,1096786,1174200,: 
PT,HR,: ,: ,: ,: ,23049,12289,10663,12777,3218,: u,: u,: 
PT,HU,: ,: ,19269,: u,: u,32203,: u,: u,25052,26405,7772,9400 u
PT,IE,153000,154000,180000,235000,293000,332000,290000,: u,: u,308053,270405,325731
PT,IT,88834,84316,190020,163068,223906,207500,253888,145279,143025,: u,223525 u,: u
PT,LT,: ,: ,1128,: ,: u,: ,: u,: u,: u,2332 u,: u,: 
PT,LU,55000,67000,65000,55000,59024,79875,73822,77927,82765,80820,68770,80831
PT,LV,: ,2733,: u,: ,: ,4331,2604,6012,8099,: u,: u,: u
PT,MT,: ,: ,: ,: ,1334 e,: ,725,834,838,1077 u,1594 u,: 
PT,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,416318 b,423374,: 
PT,NO,: ,77084,61182,72391,93322,66222,68839,59060,67844,: ,: ,: 
PT,PL,: ,: ,: ,: ,: ,26000,: ,13500,12400 e,: u,: u,: 
PT,PT,: ,: ,: ,: ,: ,: ,: ,0,0,12670201,13611143,: 
PT,RO,: ,: ,3313,: ,: ,: ,: ,: ,: ,: u,: u,: 
PT,SE,: ,: ,: ,109000,127000,107000,96000,103000,: ,: ,: ,: 
PT,SI,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
PT,SK,6082,: ,: ,: ,: ,: ,: ,4375,8396,: u,: u,: 
PT,UK,1718408,1491015,1547522,1772653,1988232,2332596,1653602,1801685,1797444,1795343,2011316,: 
RO,AT,: ,: ,72280,90790,88691,129890,99475,: u,52765,108786 u,82082 u,: 
RO,BE,: ,: ,: ,8036,: ,49765,25046,: u,: u,77289 u,29965 u,: 
RO,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
RO,CH,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,: u,: 
RO,CY,: ,: ,13149,15066,21780,28581,34587,42578,42722,35034 bu,31154 u,: 
RO,CZ,: ,: ,: u,: ,: ,: u,: u,: ,: u,: u,: u,: 
RO,DE,: ,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
RO,DK,: ,: ,15229,21177,16191,2702,3893,24591,15758,: u,: u,: 
RO,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,932789 e,971179 e,: 
RO,EL,: ,: ,: ,12716,58047,50424,37172,35114,15395,: u,: u,: 
RO,ES,: ,: ,86952,: u,: u,: u,: u,: u,: u,263042,200942,162516
RO,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,17943671 e,18671029 e,: 
RO,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,17945505 e,18674779 e,: 
RO,FI,: ,: ,: ,: ,9000,10000,: ,: ,: ,: u,: u,: 
RO,FR,: ,: ,125547,146787,208641,116426,71316,91664,89767,: u,: u,: 
RO,HR,: ,: ,: ,: ,16843,4776,: ,5364,14539,: u,: u,: 
RO,HU,: ,: ,395451,621266,471581,444784,419121,326054,378157,385852,324281,405269
RO,IE,: ,: ,6000,: ,3000,2000,5000,: u,: u,: u,: u,: u
RO,IT,: ,: ,112451,194289,69330,223394,228553,286280,148619,: u,: u,419662 bu
RO,LT,: ,: ,2264,: u,: ,: u,: u,: u,: u,: u,: u,: 
RO,LU,: ,: ,3000,3000,4143,4730,3199,2900,4930,: u,: u,: u
RO,LV,: ,: ,: ,: u,: ,4955,4346,4401,5561,: ,: u,: u
RO,MT,: ,: ,: ,: ,457 e,: ,747,766,816,: u,1204 u,: 
RO,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
RO,NO,: ,: ,19703,: ,11233,: ,: ,: ,5703,: ,: ,: 
RO,PL,: ,: ,: ,: ,: ,: ,: ,47000,43000 e,: u,: u,: 
RO,PT,: ,: ,: ,: ,12234,: u,5499,4211,2598,: u,: u,: 
RO,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,16050900,16721920,: 
RO,SE,: ,: ,: ,: ,: ,: ,11000,: ,21000,: ,: ,: 
RO,SI,: ,: ,: u,: u,: u,: u,: ,: u,: u,: u,: u,: 
RO,SK,: ,: ,10069,9894,15788,15645,: ,8779,20832,: u,: ,: 
RO,UK,: ,39580,58553,69903,73019,132350,134966,136767,175816,179038,231536,: 
RU,AT,: ,: ,39583 e,53945 e,50537,55716,50179,: u,62945,43334 u,37845 u,: 
RU,BE,: ,: ,22462,23787,20743,35976,12366,33248,: u,: u,: u,: 
RU,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
RU,CH,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,: u,: 
RU,CY,: ,: ,36724,36480,42897,46444,46237,51798,53740,50687 b,54554 u,: 
RU,CZ,: ,: ,: u,: ,: u,: u,: u,: ,: u,: u,: u,: 
RU,DE,: ,: ,: u,: u,: u,: u,: u,: u,: u,692928 u,898582 u,: 
RU,DK,: ,: ,31576,18409,30395,26967,13940,29056,57038,: u,: u,: 
RU,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,1752821 e,1953455 e,: 
RU,EE,: ,: ,: ,: ,76866,: ,: u,: u,: u,125867 u,121853,: 
RU,EL,: ,: ,: ,38365,19810,15764,: ,3416,14849,: u,: u,: 
RU,ES,: ,: ,49191,: u,: u,: ,: u,: u,: u,35868 u,53844 u,56559 u
RU,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,2301348 e,2542542 e,: 
RU,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,2310795 e,2548593 e,: 
RU,FI,: ,: ,297000,259000,199000,206000,179000,257000,322000,426630 b,398575,316748
RU,FR,: ,: ,216643,215183,133318,116253,82157,137675,140611,155970 u,151884 u,: 
RU,HR,: ,: ,: ,: ,20473,: ,6799,1475,13990,: u,: u,: 
RU,HU,: ,: ,15316,23021,: u,21416,11879,12318,12626,13378,13983,23471
RU,IE,: ,: ,: ,6000,8000,7000,6000,: u,: u,: u,: u,: u
RU,IT,: ,: ,95898,128824,76963,167551,152875,110152,251076,: u,: u,: u
RU,LT,: ,: ,275017,251858,198598,115461,98316,100977,100166,112716,101849,: 
RU,LU,: ,: ,2000,3000,4247,6427,3882,2466,2618,5475 u,: u,: u
RU,LV,: ,: ,131770,126092,113844,93544,89120,105558,113175,130706,161887,138027
RU,MT,: ,: ,: ,: ,845 e,: ,1734,1674,1393,1541 u,2131 u,: 
RU,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,52972 u,: 
RU,NO,: ,: ,18866,52822,24563,39882,22793,48568,34172,: ,: ,: 
RU,PL,: ,: ,64000,40000,56000,189000,: ,92000,90800 e,: u,: u,: 
RU,PT,: ,: ,: ,: ,6813,: ,5255,2606,3258,: u,: u,: 
RU,RO,: ,: ,: ,: ,: ,: ,4654,: ,: ,: ,: ,: 
RU,SE,: ,: ,: ,37000,42000,48000,40000,43000,71000,: ,: ,: 
RU,SI,: ,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
RU,SK,: ,: ,16677,: ,: ,19572,: ,0,8276,: u,: ,: 
RU,UK,: ,91817,77909,137341,140070,137047,110199,89044,121531,130349,127965,: 
SE,AT,: ,49254,23294,55926,45832,66964,115448,: u,76754,74402 u,88003 u,: 
SE,BE,40703,40825,26220,29791,12373,: ,33348,58239,: u,: u,: u,: 
SE,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
SE,CH,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,: u,: 
SE,CY,1469,1772,1834,2311,3015,2883,4391,3268,3798,: u,: u,: 
SE,CZ,: u,: ,: ,: ,: u,: u,: ,: u,: u,: ,: u,: 
SE,DE,: u,: u,: u,: u,1267309,: u,1121652,1137187,: u,1062401 u,828481 u,: 
SE,DK,728300,561471,700478,830417,826134,923510,1158735,1236285,1031961,1007266,1275415 b,: 
SE,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,3772434 e,3362251 e,: 
SE,EE,: ,: ,: ,: ,: u,: ,: u,: u,: u,151604,126040,: 
SE,EL,5729,14115,25845,29868,: ,5570,: ,10812,5146,: u,: u,: 
SE,ES,19251,: ,34991,: u,: u,: u,: u,: u,: u,71037,83499,75668 u
SE,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,5658641 e,5343596 e,: 
SE,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,5669754 e,5350517 e,: 
SE,FI,1527000,1565000,1552000,1439000,1481000,1443000,1482000,1727000,1774000,1956793 b,1824643,1841008
SE,FR,35000,142000,164455,214849,192052,142667,113949,114473,155396,130977 u,161154 u,: 
SE,HR,: ,: ,: ,: ,: ,9842,5778,17278,14996,: u,: u,: 
SE,HU,: ,: ,37051,50234,55606,: u,: u,: u,40146,36472,34239,25499
SE,IE,20000,16000,25000,26000,25000,26000,23000,: u,: u,28049 u,: u,: u
SE,IT,118277,31225,65705,48460,92618,125325,97594,116186,91789,: u,: u,: u
SE,LT,: ,70588,69429,64800,45357,57594,36340,37307,50532,44094,41397,: 
SE,LU,11000,12000,13000,8000,8630,9367,9216,9304,14264,13389 u,10373 u,16227 u
SE,LV,45630,50192,60248,93681,111602,91846,142659,141137,151664,116076,97725,86209 u
SE,MT,: ,: ,: ,: ,1186 e,: ,2154,2322,2452,3013,4821,: 
SE,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,166774 bu,141891,: 
SE,NO,: ,1253505,1159085,1352390,1551361,1596626,1488373,1529672,1630198,: ,: ,: 
SE,PL,90000,106000 e,94000,148000,123000,114000,153000,118000,88000 e,: u,: u,: 
SE,PT,: ,: ,: ,: ,: ,: u,6788,2057,5212,: u,: u,: 
SE,RO,: ,: ,: ,: ,: ,2339,: ,: ,: ,: u,: u,: 
SE,SE,: ,: ,: ,: ,: ,: ,0,: ,: ,: ,: ,: 
SE,SI,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
SE,SK,: ,: ,: ,: ,: ,11805,: ,4082,16730,: u,: ,: 
SE,UK,246155,225386,248741,356281,407365,448801,309669,299877,326449,327959,267176,: 
SI,AT,: ,: ,209657,324082,207974,176239,185114,: u,189562,229929,232927,: 
SI,BE,: ,: ,14146,: ,: ,8038,10168,: u,: u,: u,33924 u,: 
SI,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
SI,CH,: ,: ,: ,: ,: ,: u,: ,: u,: u,: u,: u,: 
SI,CY,: ,: ,431,637,818,775,442,499,819,: u,: u,: 
SI,CZ,: ,: ,: u,41294,: u,: ,: u,: u,: u,: u,: u,: 
SI,DE,: ,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
SI,DK,: ,: ,: ,8758,6958,0,4120,0,25771,: u,: u,: 
SI,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,2720306 e,2661895 e,: 
SI,EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
SI,EL,: ,: ,: ,: ,: ,: ,: ,4516,1659,: u,: u,: 
SI,ES,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u
SI,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,2921901 e,2832399 e,: 
SI,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,3194658 e,3035822 e,: 
SI,FI,: ,: ,: ,8000,16000,12000,13000,: ,: ,: u,: u,: 
SI,FR,: ,: ,28600,16053,34314,39921,20487,19279,28986,: u,: u,: 
SI,HR,: ,: ,: ,: ,243760,284274,240952,148668,312494,268231,200541,: 
SI,HU,: ,: ,22437,: u,: u,33060,33902,: u,7292,9440 u,11544 u,9976 u
SI,IE,: ,: ,: ,12000,: ,7000,: ,: u,: u,: ,: u,: u
SI,IT,: ,: ,221527,208319,177471,140538,129019,139343,106602,: u,: u,: u
SI,LT,: ,: ,1229,: ,: u,: ,: u,: u,: u,5120 u,6418 u,: 
SI,LU,: ,: ,: ,: ,1251,2037,3663,1862,2355,: u,: u,: u
SI,LV,: ,: ,: u,: u,: ,: u,330,917,2818,: ,: ,: u
SI,MT,: ,: ,: ,: ,165 e,: ,1146,1108,1286,1330 u,2262 u,: 
SI,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
SI,NO,: ,: ,: ,: ,: ,6322,6362,: ,2657,: ,: ,: 
SI,PL,: ,: ,42000,: ,: ,: ,: ,0,0 e,: u,: u,: 
SI,PT,: ,: ,: ,: ,4263,: ,: ,2831,3247,: u,: u,: 
SI,RO,: ,: ,: ,: ,7832,: ,: ,: ,: ,: u,: ,: 
SI,SE,: ,: ,: ,9000,20000,30000,10000,: ,10000,: ,: ,: 
SI,SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,2064610,2025334,: 
SI,SK,: ,: ,20079,10053,: ,: ,: ,8857,12480,: u,: u,: 
SI,UK,: ,49442,61426,80310,62230,71460,45820,48207,42053,41179,51819,: 
SK,AT,: ,75479,67591,87395,122954,86987,87449,: u,96993,80442 u,126128,: 
SK,BE,: ,10602,20410,8016,: ,: ,5016,: u,: u,: u,: u,: 
SK,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
SK,CH,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: 
SK,CY,1376,1413,1962,2342,2888,2786,2462,2926,4340,: u,: u,: 
SK,CZ,1603832,961693,1400667,1049221,1464849,1540910,1399324,1289282,1054388,1102998,1018876,: 
SK,DE,: u,: u,: ,: ,: u,: u,: u,: u,: u,: u,: u,: 
SK,DK,1200,: ,12152,8858,10624,0,2811,3349,0,: u,: u,: 
SK,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,4779412 e,5205636 e,: 
SK,EE,: ,: ,: ,: ,: u,: ,: u,: ,: ,: u,: u,: 
SK,EL,: ,: ,: ,: ,: ,: ,: ,0,2472,: ,: ,: 
SK,ES,0,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,: u
SK,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,6768626 e,7302761 e,: 
SK,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,6778733 e,7327676 e,: 
SK,FI,: ,5000,12000,11000,13000,10000,4000,9000,6000,: u,: u,: u
SK,FR,7000,32000,32744,28375,41592,54117,31752,24797,30548,: u,: u,: 
SK,HR,: ,: ,: ,: ,20259,24567,: ,15836,23966,: u,: u,: 
SK,HU,: ,: ,732224,409661,366040,476362,: u,: u,246013,215095,339528,447359
SK,IE,: ,: ,: ,4000,7000,3000,: ,: u,: u,: u,: u,: u
SK,IT,160203,192402,108046,17024,121372,: ,12106,: ,: ,: u,: u,: u
SK,LT,: ,5411,8854,: u,: u,: ,: ,7283,11471,13523 u,10877 u,: 
SK,LU,2000,: ,: ,: ,2973,2446,3121,480,4379,: u,: u,: u
SK,LV,: ,: u,: ,: u,3692,1870,519,1845,3062,: u,: u,: u
SK,MT,: ,: ,: ,: ,64 e,: ,48,42,0,: u,: ,: 
SK,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
SK,NO,: ,: ,8596,: ,: ,: ,12537,: ,6070,: ,: ,: 
SK,PL,: ,395000 e,457000,366000,401000,381000,: ,195000,103000 e,: u,: u,: 
SK,PT,: ,: ,: ,: ,: ,: ,: ,1869,1118,: u,: u,: 
SK,SE,: ,: ,: ,: ,25000,: ,14000,: ,: ,: ,: ,: 
SK,SI,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
SK,SK,: ,: ,: ,: ,: ,: ,: ,0,0,4477078,4765491 b,: 
SK,UK,7966,19110,43140,138876,110623,151352,138142,100607,82188,127090,103358,: 
TR,AT,: ,339423,337509,347705,398199,282519,341979,: u,398735,309404,380736,: 
TR,BE,209298,282690,362266,239763,255056,324880,292458,308241,: u,319452,318179,: 
